,user_id,top_5_lvl_2_boosting_recs
462,615,"[5569471, 8090537, 8090521, 1070820, 1126899]"
463,617,"[1126899, 854852, 12810393, 1029743, 1029743]"
464,618,"[1075368, 1037840, 1029743, 1029743, 1106523]"
465,621,"[844179, 857503, 1037840, 901062, 1105488]"
466,622,"[1106523, 6034857, 878996, 8090537, 5569471]"
467,623,"[913210, 5569845, 5568378, 1037840, 1122358]"
468,624,"[866211, 1044078, 916122, 899624, 899624]"
469,630,"[6034857, 854405, 823704, 1037840, 940947]"
470,631,"[8090521, 1127831, 1070820, 1126899, 1044078]"
471,632,"[933835, 1044078, 844179, 916122, 1029743]"
472,633,"[1075368, 8090537, 1029743, 1029743, 5569230]"
473,636,"[12810393, 899624, 857503, 866211, 8090537]"
474,637,"[5568378, 1004906, 1106523, 913210, 901062]"
475,638,"[854852, 933835, 940947, 6034857, 878996]"
476,640,"[983584, 5569230, 1126899, 1070820, 8090521]"
477,641,"[908318, 916122, 6034857, 999858, 1040807]"
478,643,"[1029743, 1029743, 899624, 1106523, 5569230]"
479,644,"[908318, 1101010, 951412, 1018740, 1040807]"
480,647,"[1029743, 1029743, 1029743, 844179, 1029743]"
481,648,"[1081177, 1122358, 880150, 12810393, 983584]"
482,650,"[854405, 1132771, 823704, 1122358, 901062]"
483,652,"[1081177, 1105488, 951412, 901062, 908318]"
484,653,"[5569845, 5568378, 1122358, 1029743, 1029743]"
485,654,"[866211, 899624, 854852, 951412, 857503]"
486,655,"[913210, 1070820, 8090521, 8090537, 5569471]"
487,658,"[1044078, 1029743, 1029743, 985999, 999858]"
488,659,"[1075368, 1037840, 916122, 1044078, 1126899]"
489,660,"[916122, 999858, 985999, 901062, 1040807]"
490,661,"[5569230, 5569230, 916122, 986912, 986912]"
491,662,"[854405, 823704, 940947, 1075368, 1037840]"
492,663,"[823704, 5585510, 899624, 12810393, 854405]"
493,665,"[1122358, 1037840, 1070820, 1029743, 1029743]"
494,666,"[854852, 854852, 844179, 1029743, 1029743]"
495,667,"[823704, 1044078, 1029743, 1029743, 12810393]"
496,668,"[834117, 983584, 913210, 5569845, 5568378]"
497,669,"[1126899, 1126899, 1126899, 866211, 1018740]"
498,670,"[1029743, 1029743, 1029743, 1029743, 1029743]"
499,671,"[5568378, 1029743, 1029743, 866211, 1122358]"
500,672,"[844179, 899624, 983584, 1037840, 1075368]"
501,673,"[1106523, 940947, 823704, 854405, 1081177]"
502,674,"[878996, 1029743, 1029743, 866211, 1132771]"
503,675,"[1101010, 986912, 1106523, 1044078, 951412]"
504,676,"[5568378, 5568378, 12810393, 1081177, 1106523]"
505,680,"[1122358, 1029743, 1029743, 1106523, 5569230]"
506,681,"[5568378, 1126899, 1029743, 1029743, 834117]"
507,684,"[940947, 823704, 854405, 1127831, 866211]"
508,685,"[844179, 12810393, 901062, 951412, 1105488]"
509,687,"[916122, 5569230, 1029743, 1029743, 1106523]"
510,690,"[1037840, 1037840, 1101010, 874972, 933835]"
511,691,"[834117, 1029743, 1029743, 854405, 823704]"
512,692,"[878996, 878996, 6034857, 878996, 913210]"
513,693,"[1029743, 1029743, 1029743, 1029743, 1106523]"
514,694,"[8090537, 1101010, 1101010, 986912, 933835]"
515,695,"[1029743, 1029743, 1029743, 1029743, 866211]"
516,696,"[933835, 901062, 901062, 1101010, 1101010]"
517,697,"[857503, 857503, 1029743, 1029743, 1106523]"
518,698,"[844179, 1044078, 12810393, 874972, 999858]"
519,699,"[857503, 899624, 1037840, 1075368, 940947]"
520,700,"[1106523, 5569845, 1101010, 854405, 823704]"
521,701,"[1029743, 1029743, 878996, 999858, 874972]"
522,702,"[854405, 8090537, 8090521, 866211, 8090521]"
523,703,"[1018740, 5569230, 857503, 1037840, 965267]"
524,705,"[1070820, 5568378, 5569845, 913210, 983584]"
525,706,"[913210, 901062, 1018740, 983584, 933835]"
526,707,"[866211, 1044078, 1044078, 844179, 844179]"
527,708,"[5568378, 1127831, 1070820, 1126899, 1044078]"
528,709,"[5569845, 5568378, 8090537, 8090537, 8090521]"
529,710,"[1044078, 899624, 1081177, 6034857, 5585510]"
530,711,"[866211, 901062, 878996, 5569471, 1004906]"
531,712,"[1070820, 1070820, 908318, 1075368, 940947]"
532,713,"[5569230, 5568378, 5585510, 866211, 878996]"
533,714,"[823704, 5569845, 8090537, 8090521, 8090521]"
534,715,"[5569845, 916122, 1029743, 1029743, 854405]"
535,716,"[1081177, 8090521, 878996, 8090537, 5569471]"
536,717,"[1122358, 1105488, 857503, 951412, 6034857]"
537,718,"[5585510, 6034857, 844179, 916122, 916122]"
538,719,"[1106523, 6034857, 5585510, 965267, 908318]"
539,720,"[1081177, 8090521, 8090537, 5569471, 834117]"
540,721,"[1029743, 1029743, 1106523, 5569230, 1126899]"
541,722,"[1106523, 1106523, 866211, 854852, 854852]"
542,723,"[1081177, 844179, 1075368, 1037840, 5569471]"
543,725,"[899624, 916122, 1132771, 1081177, 901062]"
544,726,"[916122, 1044078, 1070820, 1127831, 866211]"
545,727,"[1037840, 1075368, 5569471, 1029743, 1029743]"
546,728,"[1044078, 1122358, 1044078, 1122358, 1132771]"
547,729,"[834117, 983584, 913210, 1122358, 5568378]"
548,730,"[1122358, 857503, 1105488, 951412, 1127831]"
549,731,"[5569471, 8090537, 8090521, 1070820, 1126899]"
550,733,"[5569471, 1075368, 1037840, 854852, 899624]"
551,734,"[1070820, 1029743, 1029743, 1106523, 5569230]"
552,735,"[1004906, 1106523, 1029743, 1029743, 1081177]"
553,736,"[1004906, 5569230, 1029743, 1029743, 6034857]"
554,740,"[1132771, 6034857, 6034857, 6034857, 866211]"
555,741,"[854852, 878996, 880150, 916122, 844179]"
556,742,"[983584, 5569230, 1126899, 1070820, 8090521]"
557,743,"[1070820, 1037840, 5568378, 5569845, 913210]"
558,744,"[844179, 874972, 6034857, 878996, 1040807]"
559,745,"[1037840, 844179, 1044078, 1075368, 12810393]"
560,747,"[823704, 1122358, 854405, 5569471, 8090521]"
561,748,"[5569230, 8090537, 8090521, 5569230, 5585510]"
562,749,"[985999, 901062, 1040807, 1018740, 951412]"
563,750,"[8090521, 1106523, 916122, 844179, 1044078]"
564,752,"[866211, 986912, 1029743, 1029743, 1106523]"
565,753,"[1075368, 1037840, 1070820, 866211, 8090521]"
566,754,"[1106523, 913210, 1126899, 1070820, 8090521]"
567,755,"[1029743, 1029743, 8090537, 8090521, 834117]"
568,757,"[1044078, 1004906, 1037840, 1075368, 857503]"
569,759,"[854405, 823704, 940947, 1132771, 1122358]"
570,761,"[6034857, 874972, 5569230, 5569471, 854405]"
571,762,"[986912, 901062, 8090537, 999858, 985999]"
572,764,"[878996, 940947, 823704, 854405, 1029743]"
573,766,"[1029743, 1029743, 6034857, 878996, 1004906]"
574,767,"[880150, 940947, 1037840, 823704, 854405]"
575,768,"[834117, 834117, 913210, 878996, 899624]"
576,769,"[1081177, 1029743, 1029743, 5569230, 1106523]"
577,770,"[5569230, 844179, 823704, 854405, 940947]"
578,771,"[6034857, 6034857, 933835, 901062, 1004906]"
579,773,"[5569471, 1122358, 1043751, 1037840, 1101010]"
580,776,"[1029743, 1029743, 5569471, 834117, 983584]"
581,777,"[933835, 866211, 1029743, 916122, 1029743]"
582,779,"[916122, 916122, 933835, 1018740, 1132771]"
583,781,"[5568378, 1122358, 823704, 854405, 5569845]"
584,784,"[5569230, 985999, 999858, 874972, 12810393]"
585,786,"[901062, 1122358, 5569230, 1044078, 1029743]"
586,787,"[1106523, 1029743, 1029743, 5569230, 5568378]"
587,788,"[5569230, 8090537, 1081177, 5569845, 5568378]"
588,789,"[983584, 1043751, 986912, 933835, 1040807]"
589,790,"[8090521, 1029743, 1029743, 1106523, 5569230]"
590,793,"[1127831, 866211, 878996, 1004906, 854852]"
591,794,"[1101010, 986912, 1132771, 1043751, 1018740]"
592,795,"[1029743, 1044078, 1029743, 5568378, 899624]"
593,796,"[1106523, 1029743, 1029743, 5569230, 1126899]"
594,798,"[1122358, 834117, 965267, 5585510, 6034857]"
595,799,"[6034857, 1081177, 899624, 854852, 1004906]"
596,800,"[8090537, 985999, 985999, 5568378, 5568378]"
597,801,"[823704, 1070820, 854405, 940947, 1029743]"
598,802,"[1122358, 5568378, 5569845, 913210, 983584]"
599,803,"[844179, 983584, 913210, 5569845, 5568378]"
600,804,"[5568378, 1101010, 1018740, 1043751, 1132771]"
601,805,"[985999, 899624, 899624, 899624, 5568378]"
602,806,"[1029743, 1029743, 5569471, 866211, 1029743]"
603,807,"[5568378, 5568378, 5585510, 965267, 878996]"
604,808,"[1029743, 1029743, 866211, 5569845, 1081177]"
605,810,"[940947, 12810393, 913210, 874972, 5569845]"
606,811,"[1029743, 1029743, 1106523, 5569230, 1126899]"
607,813,"[913210, 866211, 857503, 985999, 916122]"
608,814,"[12810393, 1044078, 899624, 880150, 823704]"
609,816,"[1018740, 985999, 12810393, 823704, 854405]"
610,817,"[1070820, 1070820, 1037840, 940947, 1075368]"
611,818,"[1075368, 5568378, 6034857, 5585510, 965267]"
612,820,"[8090521, 857503, 1127831, 866211, 878996]"
613,822,"[913210, 5569471, 8090537, 983584, 1126899]"
614,823,"[1106523, 8090521, 899624, 1075368, 1037840]"
615,824,"[1106523, 1044078, 880150, 1037840, 1101010]"
616,825,"[916122, 854852, 854852, 6034857, 12810393]"
617,826,"[1037840, 940947, 834117, 5568378, 5569845]"
618,829,"[1132771, 1101010, 1018740, 866211, 866211]"
619,830,"[1106523, 1029743, 1029743, 5569230, 1126899]"
620,831,"[5569230, 933835, 1043751, 1132771, 1101010]"
621,836,"[1105488, 857503, 1122358, 901062, 951412]"
622,837,"[901062, 1105488, 834117, 983584, 913210]"
623,840,"[908318, 834117, 1029743, 1029743, 1029743]"
624,841,"[5568378, 1075368, 1037840, 1029743, 1029743]"
625,842,"[899624, 1004906, 5569471, 8090537, 878996]"
626,844,"[8090521, 1106523, 1029743, 1029743, 5569230]"
627,845,"[8090537, 854405, 823704, 1132771, 983584]"
628,846,"[8090521, 8090537, 1075368, 1127831, 866211]"
629,847,"[878996, 1029743, 1029743, 1106523, 5569230]"
630,848,"[878996, 1070820, 1044078, 854405, 823704]"
631,850,"[823704, 899624, 844179, 12810393, 916122]"
632,852,"[916122, 878996, 1122358, 12810393, 913210]"
633,853,"[951412, 1029743, 1029743, 1106523, 5569230]"
634,854,"[5569471, 1029743, 1106523, 5569230, 1126899]"
635,855,"[6034857, 901062, 1029743, 1029743, 1029743]"
636,856,"[1106523, 5569230, 1029743, 1029743, 1126899]"
637,857,"[8090537, 5569230, 5569471, 8090521, 1070820]"
638,858,"[5568378, 1037840, 1122358, 913210, 5569845]"
639,859,"[901062, 985999, 874972, 1075368, 1075368]"
640,861,"[5585510, 899624, 916122, 5569845, 880150]"
641,862,"[12810393, 940947, 834117, 965267, 5585510]"
642,863,"[985999, 5585510, 933835, 908318, 901062]"
643,864,"[1101010, 1101010, 857503, 1029743, 1029743]"
644,865,"[899624, 1106523, 844179, 916122, 1044078]"
645,866,"[12810393, 5585510, 1081177, 899624, 8090537]"
646,867,"[985999, 983584, 5569230, 983584, 983584]"
647,868,"[1018740, 5569230, 8090521, 8090537, 5569471]"
648,869,"[1029743, 1029743, 1029743, 1029743, 899624]"
649,871,"[983584, 913210, 913210, 913210, 913210]"
650,875,"[986912, 1105488, 857503, 1122358, 951412]"
651,876,"[1081177, 940947, 823704, 854405, 1106523]"
652,877,"[5569845, 8090521, 8090537, 5569471, 1004906]"
653,878,"[986912, 8090537, 8090537, 878996, 878996]"
654,879,"[1122358, 1037840, 5568378, 1029743, 1029743]"
655,880,"[913210, 1126899, 1070820, 8090521, 8090537]"
656,881,"[1029743, 1029743, 985999, 1040807, 1018740]"
657,882,"[8090521, 5585510, 1044078, 1106523, 1004906]"
658,883,"[1029743, 1029743, 5569471, 940947, 1018740]"
659,884,"[1081177, 5569230, 1029743, 1029743, 1106523]"
660,885,"[1106523, 5585510, 1122358, 1018740, 1040807]"
661,886,"[1070820, 1106523, 1029743, 1029743, 5569230]"
662,887,"[1105488, 1037840, 951412, 901062, 1122358]"
663,888,"[901062, 901062, 5568378, 1081177, 6034857]"
664,889,"[1126899, 1126899, 1122358, 854405, 823704]"
665,891,"[866211, 916122, 901062, 940947, 823704]"
666,893,"[1029743, 1029743, 1106523, 1126899, 1070820]"
667,894,"[880150, 1075368, 5569471, 8090537, 8090521]"
668,895,"[866211, 866211, 866211, 8090521, 1070820]"
669,897,"[986912, 5569471, 834117, 983584, 913210]"
670,898,"[1029743, 1029743, 880150, 844179, 916122]"
671,900,"[1081177, 986912, 854852, 1004906, 5569230]"
672,903,"[1126899, 1126899, 983584, 1075368, 1037840]"
673,904,"[1106523, 844179, 1126899, 1070820, 1127831]"
674,906,"[6034857, 834117, 965267, 5585510, 866211]"
675,907,"[12810393, 823704, 986912, 1029743, 1029743]"
676,908,"[913210, 5569230, 1126899, 1101010, 1132771]"
677,909,"[844179, 1029743, 1029743, 844179, 899624]"
678,911,"[6034857, 6034857, 12810393, 874972, 916122]"
679,913,"[913210, 1070820, 8090537, 8090521, 1126899]"
680,914,"[1122358, 5569845, 834117, 983584, 913210]"
681,915,"[5568378, 908318, 901062, 951412, 1105488]"
682,916,"[908318, 913210, 1105488, 1037840, 880150]"
683,919,"[1081177, 857503, 1105488, 951412, 901062]"
684,920,"[1106523, 834117, 983584, 913210, 5569845]"
685,922,"[857503, 878996, 1037840, 1075368, 1081177]"
686,924,"[5569845, 8090537, 1004906, 854852, 899624]"
687,926,"[985999, 5568378, 913210, 1029743, 1029743]"
688,927,"[986912, 1029743, 1029743, 1106523, 5569230]"
689,928,"[1029743, 1029743, 1106523, 5569230, 866211]"
690,929,"[1044078, 1070820, 1070820, 8090537, 8090521]"
691,930,"[983584, 913210, 5569845, 5568378, 1122358]"
692,931,"[1126899, 1029743, 1029743, 933835, 1101010]"
693,934,"[823704, 866211, 8090521, 1004906, 933835]"
694,935,"[983584, 913210, 5569845, 5568378, 1037840]"
695,936,"[1070820, 1126899, 866211, 1127831, 8090537]"
696,937,"[1126899, 880150, 1075368, 1037840, 985999]"
697,939,"[5585510, 1029743, 1029743, 844179, 8090521]"
698,940,"[12810393, 874972, 1044078, 999858, 985999]"
699,941,"[901062, 916122, 901062, 880150, 854405]"
700,942,"[854405, 823704, 983584, 12810393, 913210]"
701,943,"[1106523, 1106523, 1044078, 12810393, 874972]"
702,944,"[1018740, 1101010, 1132771, 823704, 1044078]"
703,946,"[1132771, 823704, 854405, 1122358, 857503]"
704,947,"[1101010, 1081177, 857503, 1122358, 5569230]"
705,949,"[1004906, 6034857, 6034857, 1029743, 1029743]"
706,951,"[1029743, 940947, 1029743, 1029743, 1029743]"
707,952,"[1029743, 1029743, 1106523, 5569230, 1126899]"
708,953,"[1132771, 1122358, 5568378, 8090521, 1070820]"
709,954,"[857503, 1037840, 1127831, 866211, 878996]"
710,955,"[5569845, 1070820, 8090521, 8090537, 5569471]"
711,956,"[1029743, 1029743, 1070820, 1070820, 1070820]"
712,957,"[1018740, 908318, 901062, 1040807, 951412]"
713,959,"[1122358, 5568378, 1037840, 5569845, 5569230]"
714,960,"[866211, 5569230, 1126899, 8090521, 878996]"
715,961,"[1029743, 1029743, 999858, 985999, 880150]"
716,964,"[1106523, 916122, 999858, 874972, 12810393]"
717,965,"[1029743, 1029743, 1075368, 1037840, 878996]"
718,967,"[5569471, 8090537, 8090521, 1070820, 1126899]"
719,968,"[916122, 1044078, 916122, 1029743, 1029743]"
720,969,"[1029743, 1029743, 8090537, 834117, 983584]"
721,971,"[5568378, 1075368, 874972, 916122, 844179]"
722,972,"[1122358, 5568378, 834117, 983584, 913210]"
723,973,"[878996, 854405, 823704, 940947, 916122]"
724,974,"[1004906, 1029743, 1029743, 1106523, 5569230]"
725,975,"[874972, 916122, 5569471, 5569471, 5569471]"
726,976,"[1081177, 933835, 854852, 5569230, 1105488]"
727,978,"[854852, 1029743, 1029743, 1106523, 5569230]"
728,979,"[899624, 1037840, 1075368, 1101010, 1040807]"
729,981,"[5569845, 854405, 823704, 940947, 951412]"
730,982,"[880150, 1004906, 1075368, 1075368, 1075368]"
731,983,"[1101010, 834117, 8090537, 933835, 1081177]"
732,984,"[940947, 823704, 854405, 1075368, 1037840]"
733,985,"[1029743, 1029743, 1127831, 6034857, 1081177]"
734,986,"[916122, 985999, 1029743, 1029743, 1106523]"
735,987,"[5569230, 1029743, 1029743, 1106523, 1126899]"
736,988,"[913210, 1126899, 1070820, 8090521, 8090537]"
737,989,"[1029743, 1029743, 1029743, 1029743, 878996]"
738,991,"[1037840, 1075368, 986912, 899624, 854852]"
739,992,"[1029743, 1029743, 1106523, 5569230, 1122358]"
740,993,"[999858, 6034857, 1132771, 1043751, 1101010]"
741,996,"[1029743, 1029743, 1081177, 874972, 999858]"
742,997,"[916122, 5568378, 1122358, 913210, 5569845]"
743,998,"[866211, 8090521, 8090537, 1044078, 1127831]"
744,999,"[1029743, 1029743, 1075368, 1037840, 1106523]"
745,1000,"[986912, 1075368, 1037840, 5569471, 854852]"
746,1001,"[986912, 1037840, 1075368, 1044078, 12810393]"
747,1003,"[913210, 5569845, 5568378, 1122358, 983584]"
748,1004,"[866211, 1126899, 1070820, 1127831, 8090521]"
749,1005,"[8090537, 844179, 985999, 999858, 874972]"
750,1007,"[5569230, 1029743, 1029743, 1106523, 916122]"
751,1008,"[1106523, 5569230, 1126899, 1070820, 8090521]"
752,1010,"[878996, 8090521, 866211, 1127831, 1070820]"
753,1011,"[1004906, 878996, 866211, 1127831, 854852]"
754,1012,"[1070820, 880150, 1037840, 985999, 999858]"
755,1014,"[1029743, 1029743, 1106523, 5569230, 1126899]"
756,1015,"[913210, 1105488, 901062, 985999, 908318]"
757,1018,"[1070820, 1075368, 5569471, 8090537, 8090521]"
758,1019,"[866211, 1106523, 1106523, 985999, 901062]"
759,1020,"[986912, 913210, 1070820, 5568378, 908318]"
760,1021,"[1122358, 5568378, 5569845, 913210, 983584]"
761,1023,"[878996, 878996, 1101010, 986912, 933835]"
762,1024,"[5569230, 844179, 1044078, 1106523, 908318]"
763,1025,"[1106523, 8090521, 5568378, 940947, 823704]"
764,1027,"[1132771, 1101010, 1043751, 1018740, 1040807]"
765,1029,"[6034857, 1126899, 1040807, 985999, 1126899]"
766,1030,"[1101010, 986912, 854852, 1132771, 1043751]"
767,1034,"[1126899, 1122358, 5568378, 5569845, 1106523]"
768,1038,"[1106523, 834117, 1029743, 5569230, 1126899]"
769,1039,"[5568378, 1029743, 1029743, 834117, 857503]"
770,1040,"[1075368, 1075368, 1043751, 857503, 1122358]"
771,1041,"[1106523, 1106523, 1029743, 1029743, 940947]"
772,1042,"[916122, 1044078, 985999, 1043751, 1101010]"
773,1043,"[8090521, 1029743, 1029743, 1106523, 5569230]"
774,1045,"[866211, 866211, 1043751, 880150, 999858]"
775,1046,"[5568378, 1040807, 1018740, 1101010, 1037840]"
776,1047,"[1029743, 1029743, 854405, 940947, 12810393]"
777,1050,"[5585510, 1106523, 965267, 6034857, 1081177]"
778,1051,"[1132771, 1018740, 1070820, 933835, 933835]"
779,1053,"[1132771, 1018740, 1040807, 1101010, 933835]"
780,1057,"[908318, 854852, 899624, 1127831, 866211]"
781,1058,"[1101010, 1029743, 1106523, 5569230, 1126899]"
782,1060,"[5569845, 965267, 834117, 940947, 983584]"
783,1061,"[5569845, 12810393, 844179, 1106523, 1106523]"
784,1062,"[1040807, 985999, 999858, 5568378, 5569845]"
785,1064,"[1132771, 1122358, 1043751, 1101010, 1018740]"
786,1066,"[12810393, 854405, 916122, 844179, 5569230]"
787,1067,"[1004906, 1126899, 1029743, 1029743, 5569230]"
788,1068,"[1122358, 1106523, 899624, 880150, 940947]"
789,1069,"[1029743, 1029743, 983584, 940947, 854405]"
790,1070,"[1029743, 1037840, 913210, 5569845, 5568378]"
791,1071,"[913210, 854405, 823704, 1075368, 940947]"
792,1073,"[916122, 1004906, 12810393, 1122358, 5569471]"
793,1074,"[1004906, 854852, 933835, 5569230, 880150]"
794,1075,"[5568378, 1029743, 1106523, 1029743, 5569230]"
795,1076,"[1126899, 5569471, 8090537, 8090521, 834117]"
796,1077,"[1029743, 1029743, 1106523, 5569230, 916122]"
797,1078,"[901062, 5569845, 986912, 933835, 1040807]"
798,1080,"[844179, 1004906, 12810393, 1029743, 1029743]"
799,1081,"[5569230, 1106523, 916122, 916122, 933835]"
800,1082,"[5568378, 1004906, 1004906, 1106523, 1044078]"
801,1083,"[940947, 5569230, 1126899, 1070820, 8090521]"
802,1084,"[1126899, 5568378, 8090521, 8090537, 5569471]"
803,1085,"[908318, 866211, 844179, 1029743, 1029743]"
804,1086,"[985999, 12810393, 6034857, 5568378, 1037840]"
805,1087,"[1106523, 5569471, 834117, 983584, 913210]"
806,1088,"[5568378, 8090537, 5569471, 834117, 940947]"
807,1089,"[8090521, 1029743, 1029743, 1106523, 916122]"
808,1090,"[834117, 5585510, 6034857, 1081177, 899624]"
809,1091,"[899624, 908318, 901062, 951412, 1105488]"
810,1092,"[986912, 933835, 1132771, 1043751, 1101010]"
811,1093,"[1044078, 899624, 823704, 823704, 965267]"
812,1094,"[1029743, 880150, 823704, 1029743, 12810393]"
813,1096,"[1075368, 1037840, 1029743, 5569471, 986912]"
814,1097,"[1018740, 5568378, 1040807, 933835, 986912]"
815,1098,"[8090521, 5585510, 5585510, 5585510, 5585510]"
816,1100,"[834117, 1106523, 5569230, 1126899, 1070820]"
817,1102,"[940947, 823704, 854405, 1029743, 1029743]"
818,1103,"[1126899, 1126899, 1029743, 5569230, 916122]"
819,1104,"[1029743, 854405, 823704, 1122358, 1037840]"
820,1105,"[5569230, 908318, 908318, 965267, 5585510]"
821,1106,"[5568378, 1126899, 1070820, 8090521, 8090537]"
822,1108,"[901062, 965267, 834117, 983584, 913210]"
823,1109,"[857503, 1132771, 823704, 854405, 1122358]"
824,1110,"[1122358, 8090537, 5569471, 834117, 983584]"
825,1111,"[12810393, 5569230, 1004906, 854852, 854852]"
826,1112,"[5569471, 999858, 1127831, 8090521, 878996]"
827,1113,"[844179, 1106523, 5569230, 916122, 1126899]"
828,1114,"[8090521, 5568378, 5569845, 913210, 983584]"
829,1115,"[5569471, 913210, 5569845, 5568378, 1037840]"
830,1117,"[1029743, 1029743, 1075368, 834117, 1122358]"
831,1119,"[916122, 854852, 913210, 5569845, 5568378]"
832,1120,"[1106523, 5569230, 5569471, 8090537, 878996]"
833,1121,"[5569230, 5585510, 965267, 908318, 901062]"
834,1123,"[5568378, 1075368, 1037840, 1122358, 1106523]"
835,1124,"[12810393, 8090537, 916122, 8090521, 8090521]"
836,1127,"[1029743, 1029743, 1106523, 983584, 5569230]"
837,1128,"[878996, 1004906, 854852, 899624, 1081177]"
838,1129,"[916122, 1122358, 880150, 834117, 1044078]"
839,1130,"[844179, 1081177, 1040807, 933835, 1075368]"
840,1131,"[5585510, 12810393, 940947, 854405, 823704]"
841,1132,"[1075368, 1037840, 854405, 1029743, 1029743]"
842,1133,"[834117, 983584, 913210, 5569845, 5568378]"
843,1134,"[1106523, 854405, 1106523, 1070820, 1070820]"
844,1135,"[1070820, 1029743, 1029743, 1106523, 5569230]"
845,1136,"[1044078, 834117, 5569230, 1126899, 1070820]"
846,1137,"[965267, 5585510, 1029743, 1029743, 983584]"
847,1138,"[854405, 823704, 940947, 1132771, 1122358]"
848,1139,"[985999, 940947, 916122, 844179, 1044078]"
849,1141,"[1044078, 940947, 823704, 854405, 1029743]"
850,1142,"[844179, 916122, 908318, 999858, 986912]"
851,1145,"[5585510, 5568378, 899624, 1044078, 12810393]"
852,1146,"[854852, 854852, 986912, 1106523, 5568378]"
853,1147,"[1106523, 1106523, 1106523, 1132771, 986912]"
854,1149,"[854852, 1126899, 1070820, 1127831, 866211]"
855,1151,"[901062, 1105488, 1037840, 857503, 1122358]"
856,1152,"[866211, 1105488, 857503, 951412, 901062]"
857,1154,"[1004906, 878996, 1106523, 1106523, 1081177]"
858,1155,"[985999, 985999, 1029743, 1029743, 12810393]"
859,1157,"[1101010, 1029743, 1029743, 874972, 5585510]"
860,1158,"[916122, 5569230, 1106523, 1029743, 1029743]"
861,1159,"[878996, 1018740, 1040807, 1101010, 933835]"
862,1160,"[5568378, 12810393, 1081177, 1044078, 844179]"
863,1161,"[985999, 999858, 5568378, 5569845, 874972]"
864,1163,"[866211, 8090521, 878996, 8090537, 5569471]"
865,1164,"[1070820, 1070820, 1126899, 5569230, 1106523]"
866,1166,"[1018740, 857503, 899624, 6034857, 878996]"
867,1167,"[5568378, 940947, 866211, 1070820, 1037840]"
868,1168,"[965267, 834117, 5569845, 1029743, 5569230]"
869,1169,"[916122, 844179, 1044078, 12810393, 874972]"
870,1171,"[1081177, 1029743, 1044078, 1029743, 940947]"
871,1172,"[1029743, 1029743, 854405, 823704, 940947]"
872,1174,"[1075368, 1037840, 834117, 983584, 12810393]"
873,1175,"[908318, 854405, 823704, 1037840, 940947]"
874,1176,"[5569230, 5569230, 1122358, 1037840, 5568378]"
875,1178,"[5569230, 8090537, 1040807, 1018740, 1101010]"
876,1179,"[916122, 1132771, 1132771, 844179, 1044078]"
877,1180,"[1029743, 878996, 1029743, 965267, 5585510]"
878,1182,"[899624, 880150, 1029743, 1029743, 1106523]"
879,1183,"[880150, 8090537, 866211, 985999, 999858]"
880,1185,"[5568378, 1132771, 1029743, 1029743, 1106523]"
881,1186,"[1126899, 986912, 933835, 1075368, 834117]"
882,1187,"[12810393, 1018740, 901062, 985999, 908318]"
883,1188,"[878996, 1106523, 1106523, 1106523, 878996]"
884,1189,"[1029743, 1029743, 1106523, 5569230, 916122]"
885,1190,"[1029743, 1029743, 1037840, 1075368, 854405]"
886,1191,"[5569230, 12810393, 866211, 986912, 1004906]"
887,1192,"[899624, 1081177, 6034857, 5585510, 965267]"
888,1193,"[8090521, 8090537, 8090537, 834117, 940947]"
889,1194,"[12810393, 940947, 1106523, 823704, 854405]"
890,1195,"[8090521, 1040807, 5568378, 5569845, 1075368]"
891,1196,"[1075368, 1037840, 1127831, 866211, 878996]"
892,1197,"[1132771, 933835, 5568378, 1029743, 1029743]"
893,1198,"[1122358, 5568378, 5569845, 913210, 983584]"
894,1201,"[1029743, 1029743, 1106523, 5569230, 1126899]"
895,1202,"[913210, 5568378, 1122358, 5569845, 983584]"
896,1203,"[1106523, 1075368, 1037840, 1043751, 1081177]"
897,1204,"[1029743, 1029743, 1106523, 5569230, 1126899]"
898,1205,"[1075368, 1127831, 1070820, 1126899, 1044078]"
899,1206,"[916122, 1044078, 5568378, 1040807, 901062]"
900,1207,"[8090521, 8090537, 834117, 983584, 913210]"
901,1208,"[1070820, 866211, 8090521, 878996, 8090537]"
902,1209,"[913210, 5569845, 5568378, 1122358, 983584]"
903,1210,"[6034857, 965267, 834117, 940947, 983584]"
904,1211,"[866211, 908318, 916122, 844179, 1044078]"
905,1214,"[1122358, 5568378, 1029743, 1029743, 1106523]"
906,1216,"[1122358, 1037840, 5568378, 5569845, 913210]"
907,1217,"[854405, 985999, 901062, 951412, 1105488]"
908,1218,"[1070820, 913210, 983584, 834117, 965267]"
909,1219,"[1044078, 1122358, 857503, 880150, 5585510]"
910,1221,"[1029743, 1029743, 834117, 983584, 913210]"
911,1222,"[1037840, 5569230, 854852, 5569845, 1029743]"
912,1223,"[8090521, 8090537, 1029743, 1029743, 5569471]"
913,1224,"[5568378, 5569845, 913210, 983584, 834117]"
914,1225,"[1029743, 1029743, 5568378, 857503, 1105488]"
915,1226,"[1081177, 878996, 916122, 986912, 933835]"
916,1227,"[5569230, 880150, 1122358, 857503, 1105488]"
917,1228,"[866211, 866211, 866211, 878996, 5569471]"
918,1229,"[1070820, 1070820, 916122, 916122, 5569230]"
